TransactionID,TransactionAmt,TransactionDT,ProductCD,UserID,Merchant,CardNumber,BINNumber,CardNetwork,CardTier,CardType,PhoneNumbers,UserRegion,OrderRegion,ReceiverRegion,Distance,SenderEmail,MerchantEmail,DeviceType,DeviceInfo,DaysSinceLastTransac,SameCardDaysDiff,SameAddressDaysDiff,SameMerchantEmailDaysDiff,SameDeviceTypeDaysDiff,DeviceMatching,DeviceMismatch,RegionMismatch,TransactionConsistency,TransactionCount,UniqueMerchants,SameOrderRegionCount,SameDeviceCount,UniqueOrderRegion,TransactionTimeSlot,HourWithinTimeSlot,TransactionWeekday,AvgTransactionInterval,TransactionAmountVariance,TransactionRatio,MedianTransactionAmount,AvgTransactionAmtIn24Hrs,TransactionVelocity,TimingAnomaly,RegionAnomaly,HourlyTransactionCount,isFraud
17954,19.97,2024-04-11 11:19:01,Wallet,1788,Amazon,4776282961296306,477628,Mastercard,Black,Debit,+91 7730181381,Mysuru,Mysuru,Hubli-Dharwad,391.67,kiran@yahoo.co.in,wallet@amazon.com,desktop,MacOS,2.0,2.0,0.0,0.0,0.0,0,1,1,0,4,5,8,5.0,3,0,1,3,0,9,0,2,0,0,1,1,1,1
14890,71.73,2024-04-11 11:53:55,Retail,1476,Snapdeal,4839603684261936,483960,Visa,Platinum,Credit,+91 8463916010,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,56.94,,retail@snapdeal.com,mobile,Pixel,7.0,,0.0,0.0,0.0,1,0,0,0,3,4,5,4.0,3,0,1,3,2,0,3,1,0,0,1,1,1,0
15805,532.45,2024-04-11 11:54:59,Wallet,1572,BigBasket,4857544373168957,485754,Rupay,Gold,Credit,+91 7192964028,Mysuru,Mysuru,Kalaburagi,556.83,amit@gmail.com,wallet@bigbasket.com,mobile,Huawei,7.0,59.0,0.0,0.0,64.0,1,0,1,0,4,5,6,4.0,3,0,1,3,1,5,6,6,2,0,1,1,1,1
17409,12.05,2024-04-11 13:42:13,Miscellaneous,1734,PharmEasy,4739466309096538,473946,Rupay,Platinum,Debit,+91 9861771838,Bagalkot,Bagalkot,Bagalkot,33.85,deepak@outlook.co.in,miscellaneous@pharmeasy.com,mobile,iOS Device,37.0,83.0,0.0,0.0,83.0,1,0,0,0,1,4,4,7.0,2,0,3,3,2,3,0,3,0,0,1,0,1,0
13418,429.31,2024-04-11 14:08:55,Retail,1331,Reliance Digital,4759923598785960,475992,Visa,Silver,Debit,+91 8059344475,Belagavi,Bengaluru Urban,Bengaluru Urban,59.9,,retail@reliancedigital.com,mobile,,13.0,68.0,0.0,0.0,68.0,0,0,1,0,5,9,6,,2,1,0,3,0,2,6,1,2,0,1,0,1,0
16544,49.43,2024-04-11 14:31:14,Wallet,1648,Swiggy Instamart,4466005606619573,446600,Mastercard,Silver,Credit,+91 8171763002,Bengaluru Urban,Hubli-Dharwad,Bengaluru Urban,391.77,,wallet@swiggyinstamart.com,mobile,Realme,38.0,38.0,0.0,0.0,0.0,0,1,0,0,1,2,1,3.0,2,1,0,3,1,0,3,0,0,0,1,1,1,0
15227,343.04,2024-04-11 15:20:39,Wallet,1510,Amazon,4637189187158518,463718,Rupay,Silver,Debit,+91 7986208733,Bengaluru Urban,Mysuru,Belagavi,456.17,deepak@airtelmail.com,wallet@amazon.com,mobile,Redmi,36.0,36.0,0.0,0.0,36.0,1,0,1,0,1,5,1,4.0,3,1,1,3,2,3,5,5,2,0,1,1,1,0
21810,431.84,2024-04-11 15:45:55,Retail,1331,Reliance Digital,4759923598785960,475992,Visa,Silver,Debit,+91 8059344475,Belagavi,Bengaluru Urban,Bengaluru Urban,59.9,,retail@reliancedigital.com,mobile,,13.0,68.0,0.0,0.0,68.0,0,0,1,0,5,9,6,,2,1,0,3,0,2,6,1,2,0,1,0,1,0
14173,136.17,2024-04-11 16:31:38,Consumable,1405,Zepto,4197866689897311,419786,Mastercard,Black,Debit,+91 7390071505,Mangaluru,Bengaluru Urban,Mangaluru,298.77,,consumable@zepto.com,mobile,,32.0,32.0,0.0,2.0,32.0,0,0,0,0,1,5,1,,3,1,2,3,1,1,4,4,1,0,1,1,1,0
19684,66.09,2024-04-11 17:02:15,Wallet,1961,Google Play,4698012816987378,469801,Rupay,Black,Debit,+91 9326813451,Ballari,Bengaluru Urban,Davanagere,245.55,vikas@yahoo.co.in,wallet@googleplay.com,mobile,Huawei,28.0,67.0,0.0,0.0,67.0,0,0,1,0,3,6,3,3.0,2,1,3,3,2,1,3,1,0,0,1,1,1,0
17839,63.48,2024-04-11 17:10:02,Wallet,1777,Amazon,4049625399723666,404962,Rupay,Gold,Debit,+91 8398975819,Hubli-Dharwad,Mysuru,Bengaluru Urban,127.9,pooja@gmail.com,wallet@amazon.com,mobile,Redmi,22.0,22.0,39.0,0.0,22.0,0,0,1,0,1,5,1,2.0,4,1,3,3,1,6,1,1,0,0,1,1,1,0
14595,386.93,2024-04-11 17:25:26,Miscellaneous,1447,Lottoland,4083721211621134,408372,Visa,Silver,Debit,+91 7264872298,Bengaluru Urban,Bengaluru Urban,Kolar,61.18,suresh@airtelmail.com,miscellaneous@lottoland.com,desktop,Windows,52.0,,25.0,62.0,0.0,1,0,1,0,2,5,4,3.0,4,1,3,3,1,6,4,8,2,0,1,1,1,0
19163,86.06,2024-04-11 18:21:26,Wallet,1909,Google Play,4620234599331623,462023,Visa,Black,Debit,+91 9939131542,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,14.78,pooja@rediffmail.com,wallet@googleplay.com,mobile,Samsung,83.0,,0.0,0.0,0.0,1,0,0,0,8,6,12,6.0,1,2,0,3,0,5,1,5,0,0,1,0,1,0
21555,341.18,2024-04-11 19:03:39,Wallet,1510,Amazon,4637189187158518,463718,Rupay,Silver,Debit,+91 7986208733,Bengaluru Urban,Mysuru,Belagavi,456.17,deepak@airtelmail.com,wallet@amazon.com,mobile,Redmi,36.0,36.0,0.0,0.0,36.0,1,0,1,0,1,5,1,4.0,3,1,1,3,2,3,5,5,2,0,1,1,1,0
11903,33.58,2024-04-11 21:18:32,Retail,1185,Croma,4948053701364388,494805,Visa,Gold,Debit,+91 9627852811,Uttara Kannada,Bengaluru Urban,Mysuru,127.9,deepak@gmail.com,retail@croma.com,mobile,Redmi,4.0,77.0,0.0,0.0,77.0,1,0,1,0,1,4,2,6.0,4,2,3,3,1,9,0,7,0,0,1,1,1,0
12766,47.23,2024-04-11 21:25:42,Wallet,1268,Flipkart,4240325856817914,424032,Visa,Black,Credit,+91 7569367666,Belagavi,Bengaluru Urban,Chamarajanagar,134.93,vikas@gmail.com,wallet@flipkart.com,,Oppo,10.0,10.0,61.0,0.0,,0,1,1,0,5,6,5,,4,2,3,3,0,6,1,4,0,0,0,1,1,0
13349,209.23,2024-04-11 21:30:14,Consumable,1325,Blinkit,4408474572975479,440847,Mastercard,Platinum,Debit,+91 9158899330,Koppal,Koppal,Hassan,260.06,neha@rediffmail.com,consumable@blinkit.com,mobile,iOS Device,22.0,22.0,22.0,0.0,95.0,1,0,1,0,5,6,7,4.0,2,2,3,3,2,8,3,6,1,0,1,0,1,0
17599,35.05,2024-04-11 22:32:32,Wallet,1753,Amazon,4136445250166937,413644,Visa,Black,Debit,+91 8231331742,Chikkamagaluru,Chikkamagaluru,Chikkamagaluru,68.04,kavita@zoho.com,wallet@amazon.com,,Linux,53.0,53.0,0.0,0.0,,0,1,0,0,2,3,4,,4,3,0,3,1,2,0,5,0,0,0,0,1,0
14936,293.77,2024-04-11 23:08:33,Wallet,1480,Flipkart,4819906877174897,481990,Rupay,Silver,Prepaid,+91 9519812447,Bengaluru Urban,Mysuru,Bengaluru Urban,127.9,priya@bsnl.in,wallet@flipkart.com,mobile,Redmi,51.0,51.0,0.0,0.0,51.0,1,0,0,0,2,6,2,3.0,3,3,1,3,1,4,6,1,2,0,1,0,1,0
20157,63.77,2024-04-11 23:09:02,Wallet,1777,Amazon,4049625399723666,404962,Rupay,Gold,Debit,+91 8398975819,Hubli-Dharwad,Mysuru,Bengaluru Urban,127.9,pooja@gmail.com,wallet@amazon.com,mobile,Redmi,22.0,22.0,39.0,0.0,22.0,0,0,1,0,1,5,1,2.0,4,1,3,3,1,6,1,1,0,0,1,1,1,0
10622,368.91,2024-04-12 00:20:41,Wallet,1064,BigBasket,4844911210432167,484491,Mastercard,Platinum,Debit,+91 8339262758,Mysuru,Mysuru,Mysuru,83.11,kavita@zoho.com,wallet@bigbasket.com,desktop,MacOS,39.0,39.0,58.0,0.0,39.0,0,1,0,0,4,5,6,3.0,3,3,2,4,2,2,6,4,2,0,1,1,1,0
16595,43.49,2024-04-12 02:23:51,Wallet,1653,Zomato,4302227165993094,430222,Visa,Platinum,Credit,+91 7813641084,Mysuru,Mysuru,Mysuru,27.49,suresh@outlook.co.in,wallet@zomato.com,mobile,Pixel,14.0,15.0,52.0,0.0,15.0,0,0,0,0,5,6,8,5.0,3,4,0,4,1,9,0,7,0,0,0,0,1,0
12647,265.22,2024-04-12 02:46:15,Wallet,1256,Flipkart,4300629398464227,430062,Visa,Silver,Debit,+91 7923716826,Davanagere,Bengaluru Urban,Bengaluru Urban,36.64,kiran@airtelmail.com,wallet@flipkart.com,mobile,Samsung,29.0,29.0,51.0,0.0,29.0,1,0,1,0,4,11,4,6.0,6,4,0,4,0,4,5,2,2,0,1,0,1,0
10988,122.8,2024-04-12 03:29:47,Consumable,1098,Consumable_Merchant01,4104001449920789,410400,Mastercard,Silver,Credit,+91 8949459337,Davanagere,Davanagere,Davanagere,35.03,kavita@yahoo.co.in,consumable@consumable_merchant01.com,mobile,,41.0,41.0,41.0,0.0,41.0,0,0,0,0,3,4,6,,3,4,1,4,2,0,4,4,1,0,1,0,1,0
21557,75.35,2024-04-12 03:36:10,Household,1381,Pepperfry,4647945650541995,464794,Mastercard,Platinum,Debit,+91 7317133071,Haveri,Bengaluru Urban,Bengaluru Urban,27.36,ravi@gmail.com,household@pepperfry.com,,Poco,11.0,21.0,0.0,0.0,,0,1,1,1,1,5,2,,5,5,0,3,1,3,2,6,0,0,0,0,1,0
20322,90.32,2024-04-12 04:05:23,Wallet,1682,Amazon,4286631611655324,428663,Mastercard,Gold,Credit,+91 9630286114,Mangaluru,Mangaluru,Vijayapura,448.52,priya@gmail.com,wallet@amazon.com,desktop,MacOS,39.0,,30.0,0.0,0.0,0,0,1,0,3,3,5,2.0,1,5,1,3,2,8,1,7,1,0,1,1,1,0
17930,300.78,2024-04-12 04:20:42,Wallet,1786,Flipkart,4472292140336664,447229,Visa,Black,Debit,+91 7729066011,Bengaluru Urban,Hubli-Dharwad,Bengaluru Urban,391.77,manish@aol.in,wallet@flipkart.com,mobile,Redmi,18.0,18.0,0.0,0.0,18.0,1,0,0,0,1,10,1,5.0,5,4,2,4,1,9,3,6,2,0,1,0,1,0
16853,318.77,2024-04-12 04:43:52,Consumable,1676,Blinkit,4328508408594819,432850,Mastercard,Platinum,Debit,+91 9485125017,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,68.62,ravi@yahoo.co.in,consumable@blinkit.com,mobile,Redmi,31.0,31.0,31.0,35.0,63.0,1,0,0,0,8,8,8,4.0,3,4,2,4,0,3,5,4,2,0,1,1,1,0
10759,71.54,2024-04-12 04:59:45,Wallet,1080,BigBasket,4059488388383100,405948,Visa,Silver,Debit,+91 9171492604,Raichur,Bengaluru Urban,Raichur,359.06,ravi@aol.in,wallet@bigbasket.com,mobile,iOS Device,17.0,17.0,83.0,0.0,58.0,1,0,0,0,2,8,2,4.0,5,4,2,4,1,7,1,6,0,0,1,1,1,0
16493,185.26,2024-04-12 05:23:34,Wallet,1643,Uber,4078141176242619,407814,Visa,Gold,Credit,+91 7448744057,Uttara Kannada,Bengaluru Urban,Bengaluru Urban,77.88,sunil@rediffmail.com,wallet@uber.com,mobile,Vivo,29.0,29.0,77.0,0.0,77.0,1,0,1,0,4,9,4,5.0,4,4,3,4,0,2,4,5,1,0,1,1,1,1
21085,12.76,2024-04-12 05:35:23,Wallet,1177,Flipkart,4594604339023940,459460,Visa,Gold,Debit,+91 8766171084,Bengaluru Urban,Bengaluru Urban,Mysuru,127.9,meena@yahoo.co.in,wallet@flipkart.com,desktop,Windows,68.0,68.0,68.0,0.0,0.0,0,1,1,0,7,8,10,2.0,2,5,3,3,1,9,0,8,0,0,1,1,1,0
18223,143.41,2024-04-12 05:41:25,Wallet,1815,BigBasket,4903840227050688,490384,Visa,Gold,Debit,+91 9578023413,Bengaluru Urban,Bengaluru Urban,Mysuru,127.9,amit@indiatimes.com,wallet@bigbasket.com,mobile,Samsung,18.0,51.0,51.0,0.0,51.0,1,0,1,0,3,4,10,8.0,3,4,3,4,2,0,5,3,1,0,1,1,1,0
15537,478.6,2024-04-12 06:16:12,Consumable,1544,Blinkit,4754269570216243,475426,Visa,Platinum,Debit,+91 7272643087,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,19.02,sunil@zoho.com,consumable@blinkit.com,mobile,iOS Device,44.0,44.0,44.0,0.0,80.0,1,0,0,0,5,6,6,4.0,4,5,0,4,1,7,5,8,2,0,1,1,1,0
15394,123.07,2024-04-12 07:48:31,Consumable,1528,JioMart,4155187604542647,415518,American Express,Gold,Debit,+91 9657243898,Shivamogga,Hubli-Dharwad,Mysuru,391.67,suresh@aol.in,consumable@jiomart.com,desktop,Windows,15.0,15.0,0.0,96.0,45.0,0,0,1,0,1,7,1,3.0,4,5,1,4,1,5,2,5,1,0,1,1,1,0
15578,516.07,2024-04-12 07:58:31,Wallet,1548,Swiggy Instamart,4614561798477163,461456,Visa,Silver,Debit,+91 8214266622,Hassan,Hassan,Kalaburagi,484.64,deepak@yahoo.co.in,wallet@swiggyinstamart.com,mobile,,44.0,,0.0,0.0,0.0,0,0,1,0,3,4,11,,3,5,1,4,2,6,6,1,2,0,1,0,1,0
18184,557.59,2024-04-12 10:18:07,Wallet,1811,Amazon,4456824629603964,445682,Rupay,Black,Credit,+91 9010074639,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,60.48,sunil@yahoo.co.in,wallet@amazon.com,,Samsung,15.0,15.0,33.0,85.0,,0,1,0,0,13,11,13,,3,0,0,4,0,6,6,1,2,0,0,0,1,0
12742,285.35,2024-04-12 11:42:37,Wallet,1264,Uber,4398397037527860,439839,Mastercard,Black,Credit,+91 8640870835,Bengaluru Urban,Bengaluru Urban,Belagavi,461.42,,wallet@uber.com,mobile,Samsung,22.0,102.0,47.0,61.0,102.0,0,0,1,0,2,3,10,3.0,2,0,1,4,2,3,5,8,2,0,1,1,1,0
17127,182.95,2024-04-12 12:14:57,Consumable,1703,JioMart,4124145124887759,412414,Visa,Silver,Prepaid,+91 7863214046,Belagavi,Belagavi,Belagavi,80.54,,consumable@jiomart.com,desktop,Windows,71.0,,0.0,84.0,0.0,1,0,0,0,1,3,1,3.0,2,0,2,4,2,5,3,6,1,0,1,0,1,0
19842,101.49,2024-04-12 12:43:37,Consumable,1977,Swiggy Instamart,4516179830946571,451617,Visa,Platinum,Debit,+91 9296849802,Bengaluru Urban,Ballari,Ballari,59.06,sonia@indiatimes.com,consumable@swiggyinstamart.com,,Samsung,82.0,,0.0,0.0,,0,1,1,0,1,4,2,,3,0,2,4,2,1,2,7,1,0,0,0,1,0
16186,11.72,2024-04-12 13:33:20,Miscellaneous,1612,PharmEasy,4369298523144365,436929,American Express,Silver,Credit,+91 9679375899,Kolar,Kolar,Bengaluru Rural,70.29,amit@airtelmail.com,miscellaneous@pharmeasy.com,mobile,Samsung,70.0,70.0,0.0,0.0,70.0,1,0,1,0,4,7,4,8.0,5,0,3,4,0,1,0,0,0,0,1,0,1,0
11631,458.89,2024-04-12 14:04:58,Wallet,1159,Flipkart,4701770463349417,470177,Visa,Gold,Debit,+91 8184439404,Kalaburagi,Kalaburagi,Kalaburagi,15.67,,wallet@flipkart.com,,Oppo,28.0,28.0,32.0,0.0,,0,1,0,0,8,12,8,,4,1,0,4,0,8,5,8,2,0,0,0,2,0
15356,25.11,2024-04-12 14:23:22,Wallet,1524,BigBasket,4935323013335433,493532,Mastercard,Gold,Debit,+91 9204344550,Davanagere,Davanagere,Davanagere,35.78,shreya@outlook.co.in,wallet@bigbasket.com,mobile,Samsung,33.0,33.0,33.0,96.0,78.0,1,0,0,0,7,6,7,6.0,5,1,0,4,0,4,0,5,0,0,1,0,1,0
21743,84.59,2024-04-12 14:40:26,Wallet,1909,Google Play,4620234599331623,462023,Visa,Black,Debit,+91 9939131542,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,14.78,pooja@rediffmail.com,wallet@googleplay.com,mobile,Samsung,83.0,,0.0,0.0,0.0,1,0,0,0,8,6,12,6.0,1,2,0,3,0,5,1,5,0,0,1,0,1,0
10091,93.87,2024-04-12 14:49:36,Wallet,1007,Flipkart,4497791249666013,449779,Visa,Platinum,Debit,+91 9945205806,Mangaluru,Chikkamagaluru,Chikkamagaluru,79.03,ravi@gmail.com,wallet@flipkart.com,desktop,Windows,1.0,1.0,34.0,0.0,19.0,1,0,1,0,1,9,1,8.0,7,1,0,4,0,4,3,1,1,0,1,0,2,0
17570,119.45,2024-04-12 14:55:04,Consumable,1751,MilkBasket,4015867776174085,401586,Visa,Black,Debit,+91 7751495100,Bidar,Bidar,Bengaluru Urban,546.61,sonia@zoho.com,consumable@milkbasket.com,mobile,,23.0,23.0,42.0,0.0,23.0,0,0,1,0,5,6,10,,4,1,0,4,1,9,0,8,1,0,1,0,1,0
10423,61.45,2024-04-12 15:04:37,Retail,1041,Flipkart,4400248801026330,440024,Mastercard,Gold,Debit,+91 7192308990,Tumakuru,Bengaluru Urban,Chitradurga,190.85,priya@gmail.com,retail@flipkart.com,mobile,iOS Device,5.0,5.0,0.0,0.0,5.0,1,0,1,0,1,3,1,6.0,3,1,1,4,2,0,3,1,0,0,1,1,1,0
11722,78.46,2024-04-12 15:09:52,Services,1167,Amazon Prime,4784830777801238,478483,Visa,Black,Debit,+91 8174653137,Shivamogga,Shivamogga,Shivamogga,67.96,sonia@gmail.com,services@amazonprime.com,mobile,Samsung,1.0,1.0,84.0,0.0,1.0,0,0,0,0,6,9,6,2.0,4,1,1,4,0,5,1,5,0,0,1,0,1,0
18639,72.2,2024-04-12 15:21:21,Wallet,1856,Google Play,4793932046284516,479393,Visa,Gold,Credit,+91 7321039408,Mangaluru,Mangaluru,Udupi,53.77,suresh@airtelmail.com,wallet@googleplay.com,mobile,Oppo,,,0.0,74.0,0.0,0,1,1,0,2,3,3,2.0,2,1,1,4,2,5,1,4,0,0,1,0,1,0
20985,267.56,2024-04-12 15:45:15,Wallet,1256,Flipkart,4300629398464227,430062,Visa,Silver,Debit,+91 7923716826,Davanagere,Bengaluru Urban,Bengaluru Urban,36.64,kiran@airtelmail.com,wallet@flipkart.com,mobile,Samsung,29.0,29.0,51.0,0.0,29.0,1,0,1,0,4,11,4,6.0,6,4,0,4,0,4,5,2,2,0,1,0,1,0
19900,9.85,2024-04-12 16:19:51,Consumable,1982,Blinkit,4023979659101612,402397,Visa,Black,Debit,+91 8963540465,Bengaluru Urban,Ramanagara,Bengaluru Urban,40.0,sunil@aol.in,consumable@blinkit.com,mobile,Vivo,21.0,21.0,44.0,56.0,21.0,1,0,0,0,1,3,1,6.0,5,1,2,4,1,1,0,0,0,0,1,0,1,0
16829,616.85,2024-04-12 16:59:59,Household,1674,Nilkamal,4029100709535238,402910,Visa,Gold,Credit,+91 9903384596,Belagavi,Belagavi,Belagavi,73.8,vikas@gmail.com,household@nilkamal.com,mobile,Vivo,33.0,88.0,88.0,0.0,88.0,0,0,0,0,3,4,7,2.0,2,1,2,4,2,5,5,8,2,0,1,0,1,0
20722,62.38,2024-04-12 18:05:37,Retail,1041,Flipkart,4400248801026330,440024,Mastercard,Gold,Debit,+91 7192308990,Tumakuru,Bengaluru Urban,Chitradurga,190.85,priya@gmail.com,retail@flipkart.com,mobile,iOS Device,5.0,5.0,0.0,0.0,5.0,1,0,1,0,1,3,1,6.0,3,1,1,4,2,0,3,1,0,0,1,1,1,0
21526,261.0,2024-04-12 18:14:15,Wallet,1256,Flipkart,4300629398464227,430062,Visa,Silver,Debit,+91 7923716826,Davanagere,Bengaluru Urban,Bengaluru Urban,36.64,kiran@airtelmail.com,wallet@flipkart.com,mobile,Samsung,29.0,29.0,51.0,0.0,29.0,1,0,1,0,4,11,4,6.0,6,4,0,4,0,4,5,2,2,0,1,0,1,0
11825,190.88,2024-04-12 18:51:02,Consumable,1177,MilkBasket,4594604339023940,459460,Visa,Gold,Debit,+91 8766171084,Bengaluru Urban,Bengaluru Urban,Mangaluru,298.77,meena@yahoo.co.in,consumable@milkbasket.com,desktop,Windows,1.0,1.0,1.0,37.0,1.0,0,1,1,1,7,8,10,2.0,2,2,0,4,1,9,1,8,1,0,1,1,1,0
13599,130.57,2024-04-12 19:14:25,Wallet,1348,Flipkart,4292225083015133,429222,Visa,Silver,Debit,+91 9967350244,Bengaluru Urban,Bengaluru Urban,Bengaluru Urban,97.91,priya@zoho.com,wallet@flipkart.com,,Oppo,,,0.0,0.0,,0,1,0,0,4,6,6,,4,2,1,4,0,2,3,6,1,0,0,1,1,1
12005,101.81,2024-04-12 20:13:48,Consumable,1196,Nature’s Basket,4005245180387571,400524,Visa,Gold,Debit,+91 8332704821,Bengaluru Urban,Bengaluru Urban,Davanagere,245.55,manish@gmail.com,consumable@nature’sbasket.com,desktop,Windows,10.0,10.0,10.0,0.0,10.0,0,1,1,1,15,13,15,4.0,5,2,2,4,0,3,2,4,1,0,1,1,1,0
11599,31.77,2024-04-12 20:37:17,Wallet,1155,Zomato,4068910177692994,406891,Visa,Silver,Debit,+91 7486000022,Bengaluru Urban,Mysuru,Bengaluru Urban,127.9,ramesh@rediffmail.com,wallet@zomato.com,desktop,Linux,14.0,14.0,0.0,0.0,31.0,1,0,0,0,1,8,1,4.0,5,2,2,4,0,7,0,3,0,0,1,0,1,1
10078,60.33,2024-04-12 20:49:14,Consumable,1007,Swiggy Instamart,4497791249666013,449779,Visa,Platinum,Debit,+91 9945205806,Mangaluru,Mangaluru,Ballari,337.18,,consumable@swiggyinstamart.com,desktop,,0.0,0.0,2.0,0.0,0.0,0,0,1,0,6,9,6,,7,2,2,4,0,4,2,1,1,0,1,1,1,0
20421,61.51,2024-04-12 21:06:14,Consumable,1007,Swiggy Instamart,4497791249666013,449779,Visa,Platinum,Debit,+91 9945205806,Mangaluru,Mangaluru,Ballari,337.18,,consumable@swiggyinstamart.com,desktop,,0.0,0.0,2.0,0.0,0.0,0,0,1,0,6,9,6,,7,2,2,4,0,4,2,1,1,0,1,1,1,0
22237,32.28,2024-04-12 21:07:17,Wallet,1155,Zomato,4068910177692994,406891,Visa,Silver,Debit,+91 7486000022,Bengaluru Urban,Mysuru,Bengaluru Urban,127.9,ramesh@rediffmail.com,wallet@zomato.com,desktop,Realme,14.0,14.0,0.0,0.0,31.0,1,0,0,0,1,8,1,4.0,5,2,2,4,0,7,0,3,0,0,1,0,1,1
10100,50.68,2024-04-12 21:22:13,Consumable,1008,Zepto,4584372238393465,458437,Visa,Platinum,Debit,+91 9662062050,Bengaluru Urban,Bengaluru Urban,Mysuru,127.9,meena@zoho.com,consumable@zepto.com,mobile,Huawei,9.0,52.0,52.0,10.0,0.0,1,0,1,0,3,4,9,6.0,2,2,3,4,2,7,0,1,0,0,1,1,1,0
15726,1109.47,2024-04-12 22:23:42,Wallet,1563,Google Play,4718646826482239,471864,Mastercard,Black,Credit,+91 7032105234,Kalaburagi,Kalaburagi,Shivamogga,399.3,neha@zoho.com,wallet@googleplay.com,mobile,iOS Device,26.0,,51.0,0.0,0.0,0,0,1,0,2,2,4,3.0,1,3,0,4,2,9,6,8,2,0,1,1,1,0
15899,30.27,2024-04-12 22:56:30,Wallet,1582,Swiggy Instamart,4725094715084827,472509,Mastercard,Gold,Debit,+91 9884710743,Mangaluru,Mangaluru,Shivamogga,141.66,shreya@bsnl.in,wallet@swiggyinstamart.com,mobile,Motorola,77.0,77.0,77.0,0.0,77.0,0,1,1,0,8,8,8,2.0,3,3,0,4,1,1,1,1,0,0,1,1,1,1
18005,28.79,2024-04-12 23:09:29,Wallet,1793,Swiggy Instamart,4090554240812015,409055,Mastercard,Gold,Credit,+91 8688570050,Bengaluru Urban,Bengaluru Urban,Shivamogga,243.53,neha@gmail.com,wallet@swiggyinstamart.com,mobile,Vivo,59.0,59.0,59.0,0.0,0.0,0,0,1,0,3,3,7,2.0,1,3,1,4,2,1,1,3,0,0,1,1,1,0
17136,182.06,2024-04-12 23:18:42,Retail,1704,Amazon,4931899229265930,493189,Visa,Black,Credit,+91 8270801096,Belagavi,Bengaluru Urban,Vijayapura,472.36,,retail@amazon.com,desktop,Linux,9.0,9.0,10.0,0.0,58.0,1,0,1,0,3,7,3,4.0,5,3,1,4,0,2,4,4,1,0,1,1,1,0
14178,11.94,2024-04-12 23:35:07,Retail,1405,Nykaa,4197866689897311,419786,Mastercard,Black,Debit,+91 7390071505,Mangaluru,Mangaluru,Mangaluru,46.71,ravi@airtelmail.com,retail@nykaa.com,mobile,,1.0,1.0,97.0,32.0,1.0,0,0,0,0,4,5,6,,3,3,1,4,1,1,0,4,0,0,1,1,1,1
22260,11.61,2024-04-12 23:37:07,Retail,1405,Nykaa,4197866689897311,419786,Mastercard,Black,Debit,+91 7390071505,Mangaluru,Mangaluru,Mangaluru,46.71,ravi@airtelmail.com,retail@nykaa.com,mobile,,1.0,1.0,97.0,32.0,1.0,0,0,0,0,4,5,6,,3,3,1,4,1,1,0,4,0,0,1,1,1,1
21999,11.46,2024-04-12 23:48:07,Retail,1405,Nykaa,4197866689897311,419786,Mastercard,Black,Debit,+91 7390071505,Mangaluru,Mangaluru,Mangaluru,46.71,ravi@airtelmail.com,retail@nykaa.com,mobile,Redmi,1.0,1.0,97.0,32.0,1.0,0,0,0,0,4,5,6,,3,3,1,4,1,1,0,4,0,0,1,1,1,1
21819,101.84,2024-04-13 00:02:48,Consumable,1196,Nature’s Basket,4005245180387571,400524,Visa,Gold,Debit,+91 8332704821,Bengaluru Urban,Bengaluru Urban,Davanagere,245.55,manish@gmail.com,consumable@nature’sbasket.com,desktop,Windows,10.0,10.0,10.0,0.0,10.0,0,1,1,1,15,13,15,4.0,5,2,2,4,0,3,2,4,1,0,1,1,1,0
17297,134.87,2024-04-13 01:12:54,Consumable,1722,BigBasket,4704909728699086,470490,Visa,Silver,Prepaid,+91 8398486921,Udupi,Bengaluru Urban,Bengaluru Urban,38.58,priya@yahoo.co.in,consumable@bigbasket.com,desktop,Windows,,,0.0,38.0,0.0,1,0,1,0,1,2,2,4.0,2,3,3,5,2,0,5,1,1,0,1,0,2,0
13382,350.4,2024-04-13 01:20:51,Wallet,1328,BigBasket,4004363306063926,400436,Mastercard,Black,Debit,+91 9757248953,Mysuru,Mysuru,Bagalkot,453.56,vikas@bsnl.in,wallet@bigbasket.com,mobile,Poco,8.0,8.0,0.0,0.0,98.0,0,1,1,0,6,9,11,4.0,4,3,3,5,0,3,6,4,2,0,1,1,2,0
18968,91.71,2024-04-13 02:19:33,Wallet,1891,Swiggy Instamart,4900172909848947,490017,Visa,Gold,Debit,+91 7066630245,Bengaluru Urban,Bengaluru Urban,Mysuru,127.9,manish@aol.in,wallet@swiggyinstamart.com,mobile,Redmi,36.0,36.0,36.0,0.0,36.0,1,0,1,0,12,12,12,5.0,3,4,0,5,0,8,2,1,1,0,1,1,1,0
